"seq","aou","english_common_name","species_name"
1711,"11060","Blue Ground-Dove","Claravis pretiosa"
1714,"11070","Maroon-chested Ground-Dove","Claravis mondetoura"
1717,"03180","White-tipped Dove","Leptotila verreauxi"
1720,"11081","Gray-headed Dove","Leptotila plumbeiceps"
1723,"11090","Caribbean Dove","Leptotila jamaicensis"
1726,"11100","Gray-chested Dove","Leptotila cassini"
1729,"03220","Key West Quail-Dove","Geotrygon chrysia"
1732,"11120","Bridled Quail-Dove","Geotrygon mystacea"
1735,"11130","White-faced Quail-Dove","Geotrygon albifacies"
1738,"11140","Tuxtla Quail-Dove","Geotrygon carrikeri"
1741,"03221","Ruddy Quail-Dove","Geotrygon montana"
1744,"81650","Cockatiel","Nymphicus hollandicus"
1747,"03822","Budgerigar","Melopsittacus undulatus"
1750,"03823","Rose-ringed Parakeet","Psittacula krameri"
1753,"61970","Rosy-faced Lovebird","Agapornis roseicollis"
1756,"51830","Nanday (Black-hooded) Parakeet","Nandayus nenday"
1759,"51780","Green-cheeked Parakeet","Pyrrhura molinae"
1762,"03824","Monk Parakeet","Myiopsitta monachus"
1765,"41070","Blue-crowned Parakeet","Aratinga acuticaudata"
1768,"11230","Green Parakeet","Aratinga holochlora"
1771,"11240","Pacific Parakeet","Aratinga strenua"
1774,"51850","Mitred Parakeet","Aratinga mitrata"
1777,"51860","Red-masked Parakeet","Aratinga erythrogenys"
1780,"41080","White-eyed Parakeet","Aratinga leucophthalma"
1783,"41110","Dusky-headed Parakeet","Aratinga weddellii"
1786,"11260","Hispaniolan Parakeet","Aratinga chloroptera"
1789,"11280","Olive-throated Parakeet","Aratinga nana"
1792,"11290","Orange-fronted Parakeet","Aratinga canicularis"
1795,"11300","Brown-throated Parakeet","Aratinga pertinax"
1798,"11310","Chestnut-fronted Macaw","Ara severus"
1801,"11320","Military Macaw","Ara militaris"
1804,"11350","Scarlet Macaw","Ara macao"
1807,"11371","Blue-and-yellow Macaw","Ara ararauna"
1810,"03821","Thick-billed Parrot","Rhynchopsitta pachyrhyncha"
1813,"11380","Maroon-fronted Parrot","Rhynchopsitta terrisi"
1816,"11390","Barred Parakeet","Bolborhynchus lineola"
1819,"11410","Mexican Parrotlet","Forpus cyanopygius"
1822,"11430","Orange-chinned Parakeet","Brotogeris jugularis"
1825,"03825","White-winged Parakeet","Brotogeris versicolurus"
1828,"52021","Yellow-chevroned Parakeet","Brotogeris chiriri"
1831,"03827","unid. Brotogeris Parakeet","Brotogeris sp."
1834,"11470","Brown-hooded Parrot","Pyrilia haematotis"
1837,"11490","White-crowned Parrot","Pionus senilis"
1840,"11500","White-fronted Parrot","Amazona albifrons"
1843,"11510","Yellow-lored Parrot","Amazona xantholora"
1846,"11540","Hispaniolan Parrot","Amazona ventralis"
1849,"11550","Puerto Rican Parrot","Amazona vittata"
1852,"03826","Red-crowned Parrot","Amazona viridigenalis"
1855,"11570","Lilac-crowned Parrot","Amazona finschi"
1858,"11580","Red-lored Parrot","Amazona autumnalis"
1861,"52170","Blue-fronted Parrot","Amazona aestiva"
1864,"11590","Mealy Parrot","Amazona farinosa"
1867,"41360","Orange-winged Parrot","Amazona amazonica"
1870,"11600","Yellow-headed Parrot","Amazona oratrix"
1873,"11610","Yellow-naped Parrot","Amazona auropalliata"
1876,"11620","Yellow-crowned Parrot","Amazona ochrocephala"
1879,"03882","Common Cuckoo","Cuculus canorus"
1882,"03881","Oriental Cuckoo","Cuculus optatus"
1885,"11740","Squirrel Cuckoo","Piaya cayana"
1891,"03870","Yellow-billed Cuckoo","Coccyzus americanus"
1894,"03860","Mangrove Cuckoo","Coccyzus minor"
1897,"03880","Black-billed Cuckoo","Coccyzus erythropthalmus"
1900,"03875","unid. Cuckoo","Coccyzus sp."
1903,"11690","Puerto Rican Lizard-Cuckoo","Coccyzus vieilloti"
1906,"11760","Striped Cuckoo","Tapera naevia"
1909,"11770","Pheasant Cuckoo","Dromococcyx phasianellus"
1912,"11780","Lesser Ground-Cuckoo","Morococcyx erythropygus"
1915,"11790","Lesser Roadrunner","Geococcyx velox"
1918,"03850","Greater Roadrunner","Geococcyx californianus"
1921,"03830","Smooth-billed Ani","Crotophaga ani"
1924,"03840","Groove-billed Ani","Crotophaga sulcirostris"
1927,"03650","Barn Owl","Tyto alba"
1930,"03740","Flammulated Owl","Otus flammeolus"
1933,"03741","Oriental Scops-Owl","Otus sunia"
1936,"03732","Western Screech-Owl","Megascops kennicottii"
1939,"03730","Eastern Screech-Owl","Megascops asio"
1942,"11830","Balsas Screech-Owl","Megascops seductus"
1945,"11840","Pacific Screech-Owl","Megascops cooperi"
1948,"03731","Whiskered Screech-Owl","Megascops trichopsis"
1951,"11870","Bearded Screech-Owl","Megascops barbarus"
1954,"11851","Vermiculated Screech-Owl","Megascops guatemalae"
1957,"11890","Puerto Rican Screech-Owl","Megascops nudipes"
1960,"03737","unid. Screech-Owl","Megascops sp."
1963,"11910","Crested Owl","Lophostrix cristata"
1966,"11920","Spectacled Owl","Pulsatrix perspicillata"
1969,"03750","Great Horned Owl","Bubo virginianus"
1972,"03760","Snowy Owl","Bubo scandiacus"
1975,"03770","Northern Hawk Owl","Surnia ulula"
1978,"03790","Northern Pygmy-Owl","Glaucidium gnoma"
1981,"11940","Central American Pygmy-Owl","Glaucidium griseiceps"
1984,"11950","Tamaulipas Pygmy-Owl","Glaucidium sanchezi"
1987,"11960","Colima Pygmy-Owl","Glaucidium palmarum"
1990,"03800","Ferruginous Pygmy-Owl","Glaucidium brasilianum"
1993,"03810","Elf Owl","Micrathene whitneyi"
1996,"03780","Burrowing Owl","Athene cunicularia"
1999,"03671","Mottled Owl","Ciccaba virgata"
2002,"11970","Black-and-white Owl","Ciccaba nigrolineata"
2005,"03690","Spotted Owl","Strix occidentalis"
2008,"03680","Barred Owl","Strix varia"
2011,"11980","Fulvous Owl","Strix fulvescens"
2014,"03700","Great Gray Owl","Strix nebulosa"
2017,"03660","Long-eared Owl","Asio otus"
2020,"11990","Stygian Owl","Asio stygius"
2023,"03670","Short-eared Owl","Asio flammeus"
2026,"12000","Striped Owl","Pseudoscops clamator"
2029,"03710","Boreal Owl","Aegolius funereus"
2032,"03720","Northern Saw-whet Owl","Aegolius acadicus"
2035,"12020","Unspotted Saw-whet Owl","Aegolius ridgwayi"
2041,"12030","Short-tailed Nighthawk","Lurocalis semitorquatus"
2044,"04210","Lesser Nighthawk","Chordeiles acutipennis"
2047,"04200","Common Nighthawk","Chordeiles minor"
2050,"04201","Antillean Nighthawk","Chordeiles gundlachii"
2053,"04205","unid. Nighthawk","Chordeiles sp."
2056,"04190","Common Pauraque","Nyctidromus albicollis"
2059,"04180","Common Poorwill","Phalaenoptilus nuttallii"
2062,"12060","Eared Poorwill","Nyctiphrynus mcleodii"
2065,"12070","Yucatan Poorwill","Nyctiphrynus yucatanicus"
2068,"04160","Chuck-will's-widow","Caprimulgus carolinensis"
2071,"12120","Tawny-collared Nightjar","Caprimulgus salvini"
2074,"12121","Yucatan Nightjar","Caprimulgus badius"
2077,"04161","Buff-collared Nightjar","Caprimulgus ridgwayi"
2080,"04171","Eastern Whip-poor-will","Caprimulgus vociferus"
2083,"04172","Mexican Whip-poor-will","Caprimulgus arizonae"
2086,"04170","unid. Mexican / Eastern Whip-poor-will","Caprimulgus vociferus / arizonae"
2089,"12130","Puerto Rican Nightjar","Caprimulgus noctitherus"
2092,"12150","White-tailed Nightjar","Caprimulgus cayennensis"
2095,"12160","Spot-tailed Nightjar","Caprimulgus maculicaudus"
2098,"04162","Gray Nightjar","Caprimulgus indicus"
2101,"12170","Great Potoo","Nyctibius grandis"
2104,"12180","Northern Potoo","Nyctibius jamaicensis"
2107,"04220","Black Swift","Cypseloides niger"
2110,"12210","White-fronted Swift","Cypseloides storeri"
2113,"12220","Chestnut-collared Swift","Streptoprocne rutila"
2116,"04221","White-collared Swift","Streptoprocne zonaris"
2119,"12230","White-naped Swift","Streptoprocne semicollaris"
2122,"04230","Chimney Swift","Chaetura pelagica"
2125,"04240","Vaux's Swift","Chaetura vauxi"
2128,"04222","White-throated Needletail","Hirundapus caudacutus"
2134,"04242","Common Swift","Apus apus"
2137,"04241","Fork-tailed Swift","Apus pacificus"
2143,"04250","White-throated Swift","Aeronautes saxatalis"
2146,"12310","Lesser Swallow-tailed Swift","Panyptila cayennensis"
2149,"12320","Great Swallow-tailed Swift","Panyptila sanctihieronymi"
2152,"04251","Antillean Palm-Swift","Tachornis phoenicobia"
2155,"12370","Long-billed Hermit","Phaethornis longirostris"
2158,"12390","Stripe-throated Hermit","Phaethornis striigularis"
2161,"12430","Scaly-breasted Hummingbird","Phaeochroa cuvierii"
2164,"12440","Wedge-tailed Sabrewing","Campylopterus curvipennis"
2167,"12450","Long-tailed Sabrewing","Campylopterus excellens"
2170,"12460","Rufous Sabrewing","Campylopterus rufus"
2173,"12470","Violet Sabrewing","Campylopterus hemileucurus"
2176,"12480","White-necked Jacobin","Florisuga mellivora"
2179,"04271","Green Violetear","Colibri thalassinus"
2182,"12500","Green-breasted Mango","Anthracothorax prevostii"
2185,"12530","Antillean Mango","Anthracothorax dominicus"
2188,"12540","Green Mango","Anthracothorax viridis"
2194,"12560","Green-throated Carib","Eulampis holosericeus"
2197,"12570","Antillean Crested Hummingbird","Orthorhyncus cristatus"
2200,"12590","Emerald-chinned Hummingbird","Abeillia abeillei"
2203,"12601","Short-crested Coquette","Lophornis brachylophus"
2206,"12610","Black-crested Coquette","Lophornis helenae"
2209,"12641","Golden-crowned Emerald","Chlorostilbon auriceps"
2212,"12642","Cozumel Emerald","Chlorostilbon forficatus"
2215,"12640","Canivet's Emerald","Chlorostilbon canivetii"
2218,"12680","Puerto Rican Emerald","Chlorostilbon maugaeus"
2221,"12690","Dusky Hummingbird","Cynanthus sordidus"
2224,"04410","Broad-billed Hummingbird","Cynanthus latirostris"
2227,"12710","Mexican Woodnymph","Thalurania ridgwayi"
2230,"12760","Blue-throated Goldentail","Hylocharis eliciae"
2233,"04401","White-eared Hummingbird","Hylocharis leucotis"
2236,"04400","Xantus's Hummingbird","Hylocharis xantusii"
2239,"12800","White-bellied Emerald","Amazilia candida"
2242,"12850","Azure-crowned Hummingbird","Amazilia cyanocephala"
2245,"04381","Berylline Hummingbird","Amazilia beryllina"
2248,"12870","Blue-tailed Hummingbird","Amazilia cyanura"
2251,"04380","Rufous-tailed Hummingbird","Amazilia tzacatl"
2254,"04390","Buff-bellied Hummingbird","Amazilia yucatanensis"
2257,"12900","Cinnamon Hummingbird","Amazilia rutila"
2260,"04391","Violet-crowned Hummingbird","Amazilia violiceps"
2263,"12910","Green-fronted Hummingbird","Amazilia viridifrons"
2266,"12920","Stripe-tailed Hummingbird","Eupherusa eximia"
2269,"12930","Blue-capped Hummingbird","Eupherusa cyanophrys"
2272,"12940","White-tailed Hummingbird","Eupherusa poliocerca"
2275,"13010","Green-throated Mountain-gem","Lampornis viridipallens"
2278,"13030","Amethyst-throated Hummingbird","Lampornis amethystinus"
2281,"04270","Blue-throated Hummingbird","Lampornis clemenciae"
2284,"13070","Garnet-throated Hummingbird","Lamprolaima rhami"
2287,"04260","Magnificent Hummingbird","Eugenes fulgens"
2290,"13100","Purple-crowned Fairy","Heliothryx barroti"
2293,"13110","Long-billed Starthroat","Heliomaster longirostris"
2296,"04261","Plain-capped Starthroat","Heliomaster constantii"
2299,"04371","Bahama Woodstar","Calliphlox evelynae"
2302,"13130","Slender Sheartail","Doricha enicura"
2305,"13140","Mexican Sheartail","Doricha eliza"
2308,"13150","Sparkling-tailed Hummingbird","Tilmatura dupontii"
2311,"04370","Lucifer Hummingbird","Calothorax lucifer"
2314,"13160","Beautiful Hummingbird","Calothorax pulcher"
2317,"04280","Ruby-throated Hummingbird","Archilochus colubris"
2320,"04290","Black-chinned Hummingbird","Archilochus alexandri"
2323,"04295","unid. Ruby-throated / Black-chinned Hummingbird","Archilochus colubris / alexandri"
2329,"04310","Anna's Hummingbird","Calypte anna"
2332,"04300","Costa's Hummingbird","Calypte costae"
2335,"04360","Calliope Hummingbird","Stellula calliope"
2338,"04350","Bumblebee Hummingbird","Atthis heloisa"
2341,"13190","Wine-throated Hummingbird","Atthis ellioti"
2344,"04320","Broad-tailed Hummingbird","Selasphorus platycercus"
2347,"04330","Rufous Hummingbird","Selasphorus rufus"
2350,"04340","Allen's Hummingbird","Selasphorus sasin"
2353,"04335","unid. Rufous Hummingbird / Allen's Hummingbird","Selasphorus rufus / sasin"
2356,"04402","unid. Hummingbird","""Trochilid"" sp."
2359,"13360","Slaty-tailed Trogon","Trogon massena"
2362,"13260","Black-headed Trogon","Trogon melanocephalus"
2365,"13270","Citreoline Trogon","Trogon citreolus"
2368,"13300","Gartered Trogon","Trogon caligatus"
2371,"03890","Elegant Trogon","Trogon elegans"
2374,"13310","Mountain Trogon","Trogon mexicanus"
2377,"13320","Collared Trogon","Trogon collaris"
2380,"03891","Eared Quetzal","Euptilotis neoxenus"
2383,"13390","Resplendent Quetzal","Pharomachrus mocinno"
2386,"03911","Eurasian Hoopoe","Upupa epops"
2389,"13440","Puerto Rican Tody","Todus mexicanus"
2392,"13450","Tody Motmot","Hylomanes momotula"
2395,"13460","Blue-throated Motmot","Aspatha gularis"
2398,"13480","Russet-crowned Motmot","Momotus mexicanus"
2401,"13470","Blue-crowned Motmot","Momotus momota"
2404,"13500","Keel-billed Motmot","Electron carinatum"
2407,"13520","Turquoise-browed Motmot","Eumomota superciliosa"
2410,"03901","Ringed Kingfisher","Megaceryle torquata"
2413,"03900","Belted Kingfisher","Megaceryle alcyon"
2416,"13530","Amazon Kingfisher","Chloroceryle amazona"
2419,"03910","Green Kingfisher","Chloroceryle americana"
2422,"13550","American Pygmy Kingfisher","Chloroceryle aenea"
2425,"13570","White-necked Puffbird","Notharchus hyperrhynchus"
2428,"13600","White-whiskered Puffbird","Malacoptila panamensis"
2431,"13650","Rufous-tailed Jacamar","Galbula ruficauda"
2434,"13700","Emerald Toucanet","Aulacorhynchus prasinus"
2437,"13710","Collared Aracari","Pteroglossus torquatus"
2440,"13740","Keel-billed Toucan","Ramphastos sulfuratus"
2443,"04151","Eurasian Wryneck","Jynx torquilla"
2446,"04080","Lewis's Woodpecker","Melanerpes lewis"
2449,"13790","Puerto Rican Woodpecker","Melanerpes portoricensis"
2452,"04060","Red-headed Woodpecker","Melanerpes erythrocephalus"
2455,"04070","Acorn Woodpecker","Melanerpes formicivorus"
2458,"13810","Black-cheeked Woodpecker","Melanerpes pucherani"
2461,"13840","Golden-cheeked Woodpecker","Melanerpes chrysogenys"
2464,"13850","Gray-breasted Woodpecker","Melanerpes hypopolius"
2467,"13860","Yucatan Woodpecker","Melanerpes pygmaeus"
2470,"04110","Gila Woodpecker","Melanerpes uropygialis"
2473,"04100","Golden-fronted Woodpecker","Melanerpes aurifrons"
2476,"04090","Red-bellied Woodpecker","Melanerpes carolinus"
2479,"04040","Williamson's Sapsucker","Sphyrapicus thyroideus"
2482,"04020","Yellow-bellied Sapsucker","Sphyrapicus varius"
2485,"04021","Red-naped Sapsucker","Sphyrapicus nuchalis"
2488,"04030","Red-breasted Sapsucker","Sphyrapicus ruber"
2491,"04031","hybrid Red-naped x Red-breasted Sapsucker","Sphyrapicus nuchalis x ruber"
2494,"04032","unid. Yellow-bellied Sapsucker Complex","Sphyrapicus varius / nuchalis / ruber"
2497,"04022","unid. Sapsucker","Sphyrapicus sp."
2503,"03960","Ladder-backed Woodpecker","Picoides scalaris"
2506,"03970","Nuttall's Woodpecker","Picoides nuttallii"
2509,"03940","Downy Woodpecker","Picoides pubescens"
2512,"03930","Hairy Woodpecker","Picoides villosus"
2515,"03975","Arizona Woodpecker","Picoides arizonae"
2518,"03980","Strickland's Woodpecker","Picoides stricklandi"
2521,"03950","Red-cockaded Woodpecker","Picoides borealis"
2524,"03990","White-headed Woodpecker","Picoides albolarvatus"
2527,"04010","American Three-toed Woodpecker","Picoides dorsalis"
2530,"04000","Black-backed Woodpecker","Picoides arcticus"
2533,"13910","Smoky-brown Woodpecker","Veniliornis fumigatus"
2536,"13950","Golden-olive Woodpecker","Colaptes rubiginosus"
2539,"13960","Gray-crowned Woodpecker","Colaptes auricularis"
2542,"04120","(Yellow-shafted Flicker) Northern Flicker","Colaptes auratus auratus"
2545,"04130","(Red-shafted Flicker) Northern Flicker","Colaptes auratus cafer"
2548,"04123","(unid. Red/Yellow Shafted) Northern Flicker","Colaptes auratus"
2551,"04125","hybrid Northern Flicker (Red x Yellow-shafted)","Colaptes auratus auratus x auratus cafer"
2554,"04140","Gilded Flicker","Colaptes chrysoides"
2557,"14000","Chestnut-colored Woodpecker","Celeus castaneus"
2560,"14010","Lineated Woodpecker","Dryocopus lineatus"
2563,"04050","Pileated Woodpecker","Dryocopus pileatus"
2566,"03920","unid. Woodpecker","""Woodpecker"" sp."
2569,"14040","Pale-billed Woodpecker","Campephilus guatemalensis"
2572,"14050","Imperial Woodpecker","Campephilus imperialis"
2575,"14500","Great Antshrike","Taraba major"
2578,"14510","Barred Antshrike","Thamnophilus doliatus"
2581,"14560","Russet Antshrike","Thamnistes anabatinus"
2584,"14570","Plain Antvireo","Dysithamnus mentalis"
2587,"14640","Slaty Antwren","Myrmotherula schisticolor"
2590,"14660","Dot-winged Antwren","Microrhopias quixensis"
2593,"14690","Dusky Antbird","Cercomacra tyrannina"
2596,"14840","Scaled Antpitta","Grallaria guatimalensis"
2599,"14800","Black-faced Antthrush","Formicarius analis"
2602,"14260","Tawny-throated Leaftosser","Sclerurus mexicanus"
2605,"14280","Scaly-throated Leaftosser","Sclerurus guatemalensis"
2608,"14080","Rufous-breasted Spinetail","Synallaxis erythrothorax"
2611,"14180","Scaly-throated Foliage-gleaner","Anabacerthia variegaticeps"
2614,"14210","Buff-throated Foliage-gleaner","Automolus ochrolaemus"
2617,"14220","Ruddy Foliage-gleaner","Automolus rubiginosus"
2620,"14240","Plain Xenops","Xenops minutus"
2623,"14310","Tawny-winged Woodcreeper","Dendrocincla anabatina"
2626,"14320","Ruddy Woodcreeper","Dendrocincla homochroa"
2629,"14330","Olivaceous Woodcreeper","Sittasomus griseicapillus"
2632,"14350","Wedge-billed Woodcreeper","Glyphorynchus spirurus"
2635,"14360","Strong-billed Woodcreeper","Xiphocolaptes promeropirhynchus"
2638,"14370","Northern Barred-Woodcreeper","Dendrocolaptes sanctithomae"
2641,"14380","Black-banded Woodcreeper","Dendrocolaptes picumnus"
2644,"14410","Ivory-billed Woodcreeper","Xiphorhynchus flavigaster"
2647,"14430","Spotted Woodcreeper","Xiphorhynchus erythropygius"
2650,"14440","White-striped Woodcreeper","Lepidocolaptes leucogaster"
2653,"14450","Streak-headed Woodcreeper","Lepidocolaptes souleyetii"
2656,"14460","Spot-crowned Woodcreeper","Lepidocolaptes affinis"
2659,"14035","unid. Woodcreeper","Dendrocolaptid sp."
2662,"14940","Yellow-bellied Tyrannulet","Ornithion semiflavum"
2665,"04720","Northern Beardless-Tyrannulet","Camptostoma imberbe"
2668,"15030","Greenish Elaenia","Myiopagis viridicata"
2671,"15040","Caribbean Elaenia","Elaenia martinica"
2674,"15050","Yellow-bellied Elaenia","Elaenia flavogaster"
2680,"15110","Ochre-bellied Flycatcher","Mionectes oleagineus"
2683,"15120","Sepia-capped Flycatcher","Leptopogon amaurocephalus"
2686,"14930","Paltry Tyrannulet","Zimmerius vilissimus"
2689,"15210","Northern Bentbill","Oncostoma cinereigulare"
2692,"15230","Slate-headed Tody-Flycatcher","Poecilotriccus sylvia"
2695,"15240","Common Tody-Flycatcher","Todirostrum cinereum"
2698,"15270","Eye-ringed Flatbill","Rhynchocyclus brevirostris"
2701,"15290","Yellow-olive Flycatcher","Tolmomyias sulphurescens"
2704,"15310","Stub-tailed Spadebill","Platyrinchus cancrominus"
2707,"15340","Royal Flycatcher","Onychorhynchus coronatus"
2710,"15350","Ruddy-tailed Flycatcher","Terenotriccus erythrurus"
2713,"15370","Sulphur-rumped Flycatcher","Myiobius sulphureipygius"
2716,"15420","Belted Flycatcher","Xenotriccus callizonus"
2719,"15430","Pileated Flycatcher","Xenotriccus mexicanus"
2722,"15440","Tufted Flycatcher","Mitrephanes phaeocercus"
